"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
350	0.1536877	0.6495717	0.4494282	0.0570796	0.0405961	0.1957363	0.6824591	0.6781285	0.1504353	0.0012594	0.2598229	0.1593749	0.0001844	0.2672359	0.3281263	0.7604002	0.3640095	0.2406068	0.0119220	0.1731660	0.1022550	0.3839515	0.6997845	0.1789238	0.7420868	0.0552966	0.1077169	0.2716422	0.0395662	0.0152701	0.0552403	0.5913379	0.1753093	0.7883613	0.0808570	0.0031368	0.2493748	0.1403987	0.1248840	0.1782201	0.3368691	0.6136208	0.5146847	0.6645111	0.2263680	0.3261450	0.5956777	0.7151267	0.4887488	0.0029332	0.3755902	0.6153616	0.2732193	0.7353946	0.1391274	0.4290062	0.1940908	0.3952113	0.6855763	0.7001116	0.2313738	0.5813936	0.6237881	0.7103701	0.4181485	0.4726530	0.6977130	0.3373527	0.7213780	0.6427786	0.6311424	0.6228051	0.5972496	0.5144077	0.4106685	0.8391712	0.2733054	0.6770466	0.0016184	0.6402931
400	0.0996192	0.6850511	0.4788894	0.0461913	0.0104643	0.1789313	0.7671729	0.6723440	0.1747573	0.0009742	0.3212135	0.1445572	0.0001744	0.2427810	0.4193776	0.6137884	0.4486875	0.2248102	0.0051296	0.1554916	0.1435570	0.3409723	0.4943105	0.1818679	0.6788549	0.0628541	0.1554598	0.3346306	0.0288526	0.0072520	0.0611711	0.5515226	0.1257386	0.7090162	0.1122541	0.0056584	0.2218975	0.1366778	0.1419311	0.1733024	0.3239535	0.7123218	0.4206884	0.6921802	0.2759149	0.2355527	0.6441202	0.7901020	0.6574427	0.0008378	0.2986919	0.6130334	0.3521967	0.7033243	0.1276581	0.2829590	0.1484921	0.5144934	0.7188814	0.6681736	0.2268156	0.6491695	0.5713234	0.6586258	0.3855459	0.6518319	0.6508153	0.3933219	0.7856700	0.5763859	0.5566164	0.7582808	0.5483252	0.5913163	0.4867259	0.6959259	0.2936877	0.7669244	0.0000721	0.6434941
450	0.1808591	0.6640389	0.4859770	0.0389001	0.0209047	0.2218285	0.6255934	0.6851910	0.1741760	0.0000000	0.2825351	0.1464382	0.0008729	0.2448192	0.2895427	0.7114074	0.4127748	0.3227534	0.0214493	0.1861433	0.0919660	0.3910506	0.6284218	0.1151803	0.6788552	0.0474540	0.1327882	0.2499144	0.0412613	0.0124173	0.0840973	0.5853470	0.1557306	0.7554425	0.1624762	0.0012768	0.2569974	0.1141177	0.1096324	0.1547334	0.4107760	0.6249921	0.4495406	0.5824263	0.2737126	0.3875401	0.5917522	0.7878357	0.7209137	0.0016961	0.3183941	0.7525531	0.3098655	0.6766847	0.1855824	0.4218550	0.1709849	0.5067031	0.6590676	0.7171303	0.2355566	0.6380395	0.6195904	0.7919239	0.4519507	0.4947048	0.6647222	0.4063669	0.7682701	0.6539004	0.5846394	0.7772341	0.6816773	0.4535349	0.4829209	0.6046067	0.3589823	0.7748572	0.0000000	0.5718114
500	0.1660284	0.7218170	0.5973728	0.0697753	0.0275319	0.1985836	0.7537401	0.6043235	0.1907486	0.0000000	0.3906664	0.1444498	0.0030035	0.1782693	0.2665493	0.6675266	0.3129572	0.2933433	0.0145218	0.1476001	0.0614419	0.3272802	0.7249611	0.1509937	0.7757581	0.0246370	0.0652463	0.2994691	0.0423287	0.0169772	0.0397828	0.6671555	0.1661791	0.7478412	0.1077858	0.0036539	0.2293354	0.1333816	0.0940606	0.1615328	0.3266560	0.6682360	0.5486397	0.6965112	0.2681125	0.3701421	0.5954941	0.6882295	0.6272614	0.0005405	0.3411491	0.6819376	0.3720596	0.7164084	0.1623294	0.4489916	0.1339168	0.5844822	0.5980049	0.6933137	0.2949125	0.6902715	0.7759566	0.6780650	0.4612957	0.5221963	0.7354483	0.3410803	0.7674628	0.6720814	0.5509577	0.7485720	0.6428388	0.5723397	0.4832609	0.6953243	0.2695075	0.7482622	0.0006928	0.4810169
550	0.1222088	0.6638584	0.4042989	0.4593227	0.0398726	0.1777387	0.6784376	0.5663505	0.1960603	0.0016734	0.2865778	0.1957988	0.0241904	0.3080147	0.2847014	0.8019261	0.3834031	0.1914534	0.0084662	0.1197375	0.0966707	0.4312164	0.5541726	0.1308829	0.7167401	0.0301179	0.2396802	0.2702389	0.0339758	0.0120448	0.1320549	0.6112516	0.1428450	0.7130942	0.1528179	0.0079790	0.2825240	0.0974361	0.2170167	0.1573534	0.4151956	0.6971965	0.5396660	0.5348878	0.2853257	0.2016174	0.5619527	0.7890644	0.4487275	0.0017345	0.5331738	0.6409010	0.3210784	0.6360233	0.1872815	0.4017746	0.1173511	0.5616178	0.5009605	0.6321889	0.2761517	0.6115496	0.1942267	0.6104071	0.4551318	0.5902014	0.6117117	0.3527253	0.7025449	0.7170441	0.5196997	0.6177209	0.7793622	0.6163805	0.4541797	0.6135581	0.2006671	0.6840682	0.0586841	0.5130101
600	0.1185506	0.6760238	0.4061949	0.6450065	0.0288623	0.0782057	0.3627483	0.7471488	0.0886317	0.0001299	0.4437982	0.1655827	0.0136139	0.3398497	0.3405299	0.7524740	0.4776416	0.2786114	0.0105278	0.1219257	0.1025927	0.4283968	0.5634571	0.1340175	0.6659246	0.0848850	0.3328758	0.2287863	0.0264317	0.0051029	0.1229896	0.6172981	0.0715077	0.6157909	0.1047136	0.0103702	0.3055096	0.1056326	0.1703055	0.1919868	0.3937716	0.7669505	0.4219622	0.4897886	0.3550239	0.1684184	0.5789966	0.6762864	0.3703238	0.0041395	0.6906900	0.6112522	0.3240264	0.6933525	0.2471911	0.3810946	0.1981606	0.6657812	0.3114793	0.7067041	0.2548324	0.6820597	0.0876690	0.5792242	0.3896013	0.6358752	0.6389538	0.2900651	0.7920906	0.6912889	0.5853355	0.5018321	0.6397522	0.6965930	0.4787002	0.6365079	0.3067793	0.6733383	0.0284284	0.4341144
650	0.0885272	0.6696530	0.4268276	0.6784130	0.0169601	0.0821001	0.2115001	0.6838785	0.0513465	0.0004888	0.3106055	0.1824103	0.0155093	0.2687638	0.3138716	0.6268815	0.4411114	0.3223164	0.0133412	0.1056706	0.0832157	0.4020392	0.6089997	0.1047013	0.7586747	0.0448072	0.2538363	0.2613665	0.0485438	0.0226813	0.1256394	0.6202360	0.1569698	0.6413498	0.0743709	0.0056540	0.2685752	0.1622441	0.2265833	0.1241431	0.4046967	0.6038853	0.4343130	0.4422921	0.4218691	0.1478505	0.5545708	0.7144380	0.3851733	0.0071971	0.6044281	0.6298608	0.3331252	0.7112054	0.2723869	0.3985217	0.1882212	0.5444583	0.2728572	0.6743293	0.1713639	0.7744664	0.0920786	0.5976825	0.6526200	0.6206501	0.7143799	0.3247540	0.6523007	0.6326990	0.4484103	0.6729163	0.6027064	0.5297808	0.5603508	0.7239429	0.3475420	0.7956059	0.0312086	0.5586439
700	0.0737904	0.8239538	0.3472283	0.8312865	0.0497314	0.0524782	0.0996619	0.8170994	0.0491468	0.0001070	0.3521856	0.1248503	0.0070639	0.2137831	0.2837395	0.6298168	0.4069278	0.2517261	0.0123721	0.1082100	0.1084562	0.3601257	0.5715869	0.1431027	0.8107463	0.0290013	0.2772693	0.1897530	0.0277528	0.0167382	0.1836310	0.5827288	0.1267070	0.6799320	0.0999800	0.0022365	0.3250449	0.1970520	0.1554829	0.1327629	0.5316653	0.6589594	0.5802899	0.5082453	0.2644294	0.1964822	0.6903980	0.6788252	0.3856268	0.0044037	0.8229421	0.5941456	0.2885581	0.6449168	0.1348162	0.3192902	0.1917415	0.6886631	0.3124006	0.7420705	0.1752709	0.7214735	0.0590857	0.5090859	0.5491109	0.4048760	0.7166724	0.3650072	0.8233097	0.6320491	0.5843125	0.6368187	0.5416389	0.4718290	0.5043274	0.7546121	0.2514804	0.6092704	0.0585830	0.4154733
750	0.0589261	0.6649080	0.2398788	0.7359745	0.0175515	0.0465174	0.0721171	0.6865102	0.0394386	0.0000525	0.2777078	0.1805756	0.0252102	0.2793494	0.2421815	0.6073388	0.4424317	0.1933499	0.0177839	0.0979807	0.0488391	0.2683993	0.4624642	0.1131504	0.8006839	0.0327597	0.2339367	0.1821294	0.0791961	0.0038350	0.1678805	0.6175716	0.1487216	0.6262446	0.0982124	0.0009146	0.3468957	0.1106303	0.1818339	0.0525404	0.4147855	0.6281904	0.5424795	0.4687853	0.2457041	0.1509491	0.5956075	0.6493781	0.2664831	0.0002786	0.6926115	0.6710104	0.3027477	0.7750581	0.2158611	0.3587296	0.2040502	0.6814077	0.3374982	0.7755218	0.1722875	0.5708183	0.0633564	0.5150819	0.4771754	0.5063745	0.6778813	0.4620955	0.8389236	0.7372402	0.3835347	0.6278043	0.6661809	0.5560387	0.3679385	0.7683754	0.2185463	0.6518113	0.0373176	0.5077590
800	0.0662046	0.6526349	0.2609982	0.6746287	0.0131670	0.0219226	0.0847445	0.7818965	0.0406044	0.0000398	0.2659648	0.1492658	0.0192996	0.1981696	0.2185527	0.7314300	0.3366290	0.2132171	0.0491117	0.1422749	0.0487529	0.3643572	0.5858918	0.1129064	0.7346438	0.0221135	0.2190038	0.2159180	0.0115158	0.0227045	0.2156731	0.6324544	0.1587049	0.8136994	0.1035368	0.0011682	0.1936840	0.1107676	0.2070266	0.0926496	0.4031804	0.6277885	0.5227251	0.4868166	0.3213406	0.1418924	0.6041334	0.7111623	0.3823293	0.0036389	0.6716748	0.6273597	0.3297378	0.7550757	0.1880588	0.4119776	0.1601716	0.5734251	0.3891420	0.7680975	0.2745131	0.5269695	0.0792571	0.5713603	0.6253311	0.4942356	0.7869652	0.4900612	0.6920401	0.7010307	0.4656268	0.6065794	0.6849157	0.4890426	0.4206000	0.5883908	0.2572438	0.7425824	0.0440229	0.3828521
850	0.0805412	0.7654013	0.2465672	0.7137091	0.0081223	0.0299637	0.0413104	0.6716167	0.0337836	0.0000829	0.2312361	0.1693513	0.0066642	0.2047279	0.3900511	0.6886662	0.3941216	0.3141049	0.0127837	0.1346511	0.0807571	0.3292980	0.6202772	0.1159191	0.7013074	0.0319382	0.3534671	0.2468737	0.0449824	0.0166773	0.1472545	0.8299392	0.1488055	0.6564255	0.1727391	0.0022652	0.2276690	0.0890140	0.1136795	0.1009530	0.3614887	0.5594476	0.5411358	0.4038930	0.3208126	0.1702321	0.5047577	0.7443734	0.3609084	0.0051104	0.6149534	0.7511678	0.3748566	0.6211249	0.2166862	0.3161327	0.1998582	0.5661773	0.3609178	0.6644990	0.2401642	0.6532397	0.0401090	0.4996634	0.5261247	0.5426711	0.7780346	0.3141934	0.7458864	0.8337915	0.4616770	0.6315225	0.5396534	0.4853195	0.3803932	0.6725048	0.2938681	0.7556841	0.0401116	0.4576835
900	0.0973170	0.6168293	0.2726450	0.6436829	0.0178261	0.0584773	0.0817053	0.7095559	0.0618670	0.0001620	0.2479892	0.1416436	0.0058176	0.1981475	0.2204539	0.6822055	0.3651805	0.2830689	0.0202675	0.1205563	0.0955677	0.3470904	0.5638011	0.1626979	0.6963483	0.0373247	0.2930102	0.2140971	0.0357909	0.0178400	0.1357722	0.5648986	0.2416340	0.8045441	0.1991910	0.0128676	0.2805461	0.1749464	0.1688489	0.1337263	0.3997247	0.6385209	0.5461786	0.3463256	0.2215311	0.1510712	0.5769752	0.7473295	0.3676460	0.0016809	0.7283655	0.6254566	0.3168101	0.8697018	0.2056393	0.4235050	0.0916573	0.6291176	0.4167241	0.6788322	0.3085443	0.6653363	0.0325440	0.6282644	0.7048515	0.5895063	0.7687797	0.4063971	0.6788422	0.6716632	0.5289064	0.6453988	0.6684649	0.4627314	0.4138774	0.6430000	0.3019174	0.6940004	0.0280811	0.4683508
950	0.1310560	0.7541682	0.3529675	0.7030947	0.0049467	0.1000604	0.0365910	0.5904553	0.0666397	0.0036297	0.4494734	0.1241110	0.0249301	0.2357505	0.3046859	0.7711102	0.4407415	0.2961854	0.0115121	0.1214826	0.0673766	0.3722910	0.4731426	0.1119369	0.7431567	0.0691097	0.2514072	0.2506487	0.0494614	0.0162507	0.1250028	0.5931126	0.1718376	0.6030036	0.1396899	0.0042777	0.2756301	0.1431591	0.1798475	0.1040450	0.3720719	0.6487633	0.4647656	0.5373505	0.3189942	0.1122028	0.6558560	0.5812655	0.3186266	0.0011322	0.6582771	0.7207378	0.3092634	0.7098098	0.2047532	0.4411438	0.1526273	0.6192431	0.3468702	0.7055652	0.3194042	0.6323891	0.0479892	0.5996829	0.6701193	0.6301555	0.7253748	0.3931174	0.6253636	0.7381252	0.5556813	0.5704197	0.6111743	0.5990650	0.4834816	0.5452003	0.3977076	0.7551430	0.0303955	0.4819023
1000	0.0875975	0.5863268	0.3600947	0.5855554	0.0447772	0.0720518	0.0759710	0.6636639	0.0533517	0.0032533	0.2844298	0.1294005	0.0142074	0.2227326	0.3054041	0.7197390	0.4971423	0.3308694	0.0227926	0.1450472	0.1418554	0.3939048	0.5321730	0.1279530	0.7667689	0.0510074	0.3274409	0.3192776	0.0331073	0.0103655	0.1380021	0.6016323	0.1994373	0.6402621	0.1355857	0.0045262	0.2714906	0.1414121	0.1381708	0.1213289	0.4232766	0.6267573	0.6242704	0.4807538	0.2941733	0.0887997	0.6485373	0.6962628	0.4075718	0.0036272	0.5852389	0.7279878	0.4262795	0.6804812	0.2368790	0.3641949	0.2020889	0.8591958	0.3950516	0.6831697	0.2195655	0.7580444	0.0333231	0.6555932	0.6629522	0.7058515	0.7488222	0.4822029	0.7203722	0.6999023	0.5403856	0.4978476	0.6500531	0.5821765	0.5074836	0.6658676	0.3792415	0.7556329	0.0353678	0.5229880
